Adjusted for Inflation Flag,Adjusted for Inflation Notes,Adjusted for Inflation Title,Format,Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (For Charting),Year (copy)
,,,CD Single,Value (Adjusted),2012,2012,,$3.6M,1,3.59119832,3.59119832,2012
,,,CD Single,Value (Adjusted),2013,2013,,$2.7M,1,2.684056894,2.684056894,2013
,,,CD Single,Value (Adjusted),2014,2014,,$3.9M,1,3.905023683,3.905023683,2014
,,,CD Single,Value (Adjusted),2015,2015,,$1.3M,1,1.291079457,1.291079457,2015
,,,CD Single,Value (Adjusted),2016,2016,,$0.3M,1,0.280361354,0.280361354,2016
,,,CD Single,Value (Adjusted),2017,2017,,$1.5M,1,1.542258972,1.542258972,2017
,,,CD Single,Value (Adjusted),2018,2018,,$0.2M,1,0.157981482,0.157981482,2018
,,,CD Single,Value (Adjusted),2019,2019,,$0.2M,1,0.181678878,0.181678878,2019
,,,Cassette,Value (Adjusted),1973,1973,,$437.6M,1,437.611081081,437.611081081,1973
,,,Cassette,Value (Adjusted),1974,1974,,$452.2M,1,452.196559838,452.196559838,1974
,,,Cassette,Value (Adjusted),1975,1975,,$469.5M,1,469.496498141,469.496498141,1975
,,,Cassette,Value (Adjusted),1976,1976,,$654.6M,1,654.643671353,654.643671353,1976
,,,Cassette,Value (Adjusted),1977,1977,$1.1B,,1,1053.003089109,1053.003089109,1977
,,,Cassette,Value (Adjusted),1978,1978,$1.8B,,1,1763.719610429,1763.719610429,1978
,,,Cassette,Value (Adjusted),1979,1979,$2.0B,,1,2044.551710744,2044.551710744,1979
,,,Cassette,Value (Adjusted),1980,1980,$2.2B,,1,2187.356614078,2187.356614078,1980
,,,Cassette,Value (Adjusted),1981,1981,$3.0B,,1,2989.133768977,2989.133768977,1981
,,,Cassette,Value (Adjusted),1982,1982,$3.7B,,1,3667.949393782,3667.949393782,1982
,,,Cassette,Value (Adjusted),1983,1983,$4.6B,,1,4648.285756024,4648.285756024,1983
,,,Cassette,Value (Adjusted),1984,1984,$5.9B,,1,5865.839483157,5865.839483157,1984
,,,Cassette,Value (Adjusted),1985,1985,$5.7B,,1,5729.710552974,5729.710552974,1985
,,,Cassette,Value (Adjusted),1986,1986,$5.8B,,1,5830.425834854,5830.425834854,1986
,,,Cassette,Value (Adjusted),1987,1987,$6.7B,,1,6660.810060739,6660.810060739,1987
,,,Cassette,Value (Adjusted),1988,1988,$7.3B,,1,7315.507275571,7315.507275571,1988
,,,Cassette,Value (Adjusted),1989,1989,$6.9B,,1,6898.20315,6898.20315,1989
,,,Cassette,Value (Adjusted),1990,1990,$6.8B,,1,6792.221628156,6792.221628156,1990
,,,Cassette,Value (Adjusted),1991,1991,$5.7B,,1,5668.002035242,5668.002035242,1991
,,,Cassette,Value (Adjusted),1992,1992,$5.7B,,1,5678.573835353,5678.573835353,1992
,,,Cassette,Value (Adjusted),1993,1993,$5.2B,,1,5158.786716955,5158.786716955,1993
,,,Cassette,Value (Adjusted),1994,1994,$5.1B,,1,5134.531004049,5134.531004049,1994
,,,Cassette,Value (Adjusted),1995,1995,$3.9B,,1,3864.379692913,3864.379692913,1995
,,,Cassette,Value (Adjusted),1996,1996,$3.1B,,1,3104.54609369,3104.54609369,1996
,,,Cassette,Value (Adjusted),1997,1997,$2.4B,,1,2425.476099065,2425.476099065,1997
,,,Cassette,Value (Adjusted),1998,1998,$2.2B,,1,2227.039106135,2227.039106135,1998
,,,Cassette,Value (Adjusted),1999,1999,$1.6B,,1,1629.084460984,1629.084460984,1999
,,,Cassette,Value (Adjusted),2000,2000,,$929.4M,1,929.391881533,929.391881533,2000
,,,Cassette,Value (Adjusted),2001,2001,,$524.6M,1,524.594883117,524.594883117,2001
,,,Cassette,Value (Adjusted),2002,2002,,$298.1M,1,298.148074486,298.148074486,2002
,,,Cassette,Value (Adjusted),2003,2003,,$150.2M,1,150.1984875,150.1984875,2003
,,,Cassette,Value (Adjusted),2004,2004,,$32.1M,1,32.07554738,32.07554738,2004
,,,Cassette,Value (Adjusted),2005,2005,,$17.1M,1,17.14852381,17.14852381,2005
,,,Cassette,Value (Adjusted),2006,2006,,$4.7M,1,4.69211756,4.69211756,2006
,,,Cassette,Value (Adjusted),2007,2007,,$3.7M,1,3.699811867,3.699811867,2007
,,,Cassette,Value (Adjusted),2008,2008,,$1.1M,1,1.068685991,1.068685991,2008
,,,Cassette,Value (Adjusted),2009,2009,,,1,,,2009
,,,Cassette,Value (Adjusted),2010,2010,,,1,,,2010
,,,Cassette,Value (Adjusted),2011,2011,,,1,,,2011
,,,Cassette,Value (Adjusted),2012,2012,,,1,,,2012
,,,Cassette,Value (Adjusted),2013,2013,,,1,,,2013
,,,Cassette,Value (Adjusted),2014,2014,,,1,,,2014
,,,Cassette,Value (Adjusted),2015,2015,,,1,,,2015
,,,Cassette,Value (Adjusted),2016,2016,,,1,,,2016
,,,Cassette,Value (Adjusted),2017,2017,,,1,,,2017
,,,Cassette,Value (Adjusted),2018,2018,,,1,,,2018
,,,Cassette,Value (Adjusted),2019,2019,,,1,,,2019
,,,Cassette Single,Value (Adjusted),1973,1973,,,1,,,1973
,,,Cassette Single,Value (Adjusted),1974,1974,,,1,,,1974
,,,Cassette Single,Value (Adjusted),1975,1975,,,1,,,1975
,,,Cassette Single,Value (Adjusted),1976,1976,,,1,,,1976
,,,Cassette Single,Value (Adjusted),1977,1977,,,1,,,1977
,,,Cassette Single,Value (Adjusted),1978,1978,,,1,,,1978
,,,Cassette Single,Value (Adjusted),1979,1979,,,1,,,1979
,,,Cassette Single,Value (Adjusted),1980,1980,,,1,,,1980
,,,Cassette Single,Value (Adjusted),1981,1981,,,1,,,1981
,,,Cassette Single,Value (Adjusted),1982,1982,,,1,,,1982
,,,Cassette Single,Value (Adjusted),1983,1983,,,1,,,1983
,,,Cassette Single,Value (Adjusted),1984,1984,,,1,,,1984
,,,Cassette Single,Value (Adjusted),1985,1985,,,1,,,1985
,,,Cassette Single,Value (Adjusted),1986,1986,,,1,,,1986
,,,Cassette Single,Value (Adjusted),1987,1987,,$32.2M,1,32.182175176,32.182175176,1987
,,,Cassette Single,Value (Adjusted),1988,1988,,$123.8M,1,123.830482671,123.830482671,1988
,,,Cassette Single,Value (Adjusted),1989,1989,,$401.2M,1,401.21655,401.21655,1989
,,,Cassette Single,Value (Adjusted),1990,1990,,$504.5M,1,504.467791125,504.467791125,1990
,,,Cassette Single,Value (Adjusted),1991,1991,,$432.5M,1,432.477039648,432.477039648,1991
,,,Cassette Single,Value (Adjusted),1992,1992,,$544.5M,1,544.47834355,544.47834355,1992
,,,Cassette Single,Value (Adjusted),1993,1993,,$528.1M,1,528.121899654,528.121899654,1993
,,,Cassette Single,Value (Adjusted),1994,1994,,$474.2M,1,474.224759109,474.224759109,1994
,,,Cassette Single,Value (Adjusted),1995,1995,,$396.4M,1,396.40255315,396.40255315,1995
,,,Cassette Single,Value (Adjusted),1996,1996,,$308.5M,1,308.450414914,308.450414914,1996
,,,Cassette Single,Value (Adjusted),1997,1997,,$212.6M,1,212.649280374,212.649280374,1997
,,,Cassette Single,Value (Adjusted),1998,1998,,$148.1M,1,148.061477301,148.061477301,1998
,,,Cassette Single,Value (Adjusted),1999,1999,,$73.7M,1,73.658679472,73.658679472,1999
,,,Cassette Single,Value (Adjusted),2000,2000,,$6.8M,1,6.829397213,6.829397213,2000
,,,Cassette Single,Value (Adjusted),2001,2001,,-$7.7M,1,-7.650943535,,2001
,,,Cassette Single,Value (Adjusted),2002,2002,,-$2.3M,1,-2.273769872,,2002
,,,Cassette Single,Value (Adjusted),2003,2003,,,1,,,2003
,,,Cassette Single,Value (Adjusted),2004,2004,,,1,,,2004
,,,Cassette Single,Value (Adjusted),2005,2005,,,1,,,2005
,,,Cassette Single,Value (Adjusted),2006,2006,,,1,,,2006
,,,Cassette Single,Value (Adjusted),2007,2007,,,1,,,2007
,,,Cassette Single,Value (Adjusted),2008,2008,,,1,,,2008
,,,Cassette Single,Value (Adjusted),2009,2009,,,1,,,2009
,,,Cassette Single,Value (Adjusted),2010,2010,,,1,,,2010
,,,Cassette Single,Value (Adjusted),2011,2011,,,1,,,2011
,,,Cassette Single,Value (Adjusted),2012,2012,,,1,,,2012
,,,Cassette Single,Value (Adjusted),2013,2013,,,1,,,2013
,,,Cassette Single,Value (Adjusted),2014,2014,,,1,,,2014
,,,Cassette Single,Value (Adjusted),2015,2015,,,1,,,2015
,,,Cassette Single,Value (Adjusted),2016,2016,,,1,,,2016
,,,Cassette Single,Value (Adjusted),2017,2017,,,1,,,2017
,,,Cassette Single,Value (Adjusted),2018,2018,,,1,,,2018
,,,Cassette Single,Value (Adjusted),2019,2019,,,1,,,2019
,,,DVD Audio,Value (Adjusted),1973,1973,,,1,,,1973
,,,DVD Audio,Value (Adjusted),1974,1974,,,1,,,1974
,,,DVD Audio,Value (Adjusted),1975,1975,,,1,,,1975
,,,DVD Audio,Value (Adjusted),1976,1976,,,1,,,1976
,,,DVD Audio,Value (Adjusted),1977,1977,,,1,,,1977
,,,DVD Audio,Value (Adjusted),1978,1978,,,1,,,1978
,,,DVD Audio,Value (Adjusted),1979,1979,,,1,,,1979
,,,DVD Audio,Value (Adjusted),1980,1980,,,1,,,1980
,,,DVD Audio,Value (Adjusted),1981,1981,,,1,,,1981
,,,DVD Audio,Value (Adjusted),1982,1982,,,1,,,1982
,,,DVD Audio,Value (Adjusted),1983,1983,,,1,,,1983
,,,DVD Audio,Value (Adjusted),1984,1984,,,1,,,1984
,,,DVD Audio,Value (Adjusted),1985,1985,,,1,,,1985
,,,DVD Audio,Value (Adjusted),1986,1986,,,1,,,1986
,,,DVD Audio,Value (Adjusted),1987,1987,,,1,,,1987
,,,DVD Audio,Value (Adjusted),1988,1988,,,1,,,1988
,,,DVD Audio,Value (Adjusted),1989,1989,,,1,,,1989
,,,DVD Audio,Value (Adjusted),1990,1990,,,1,,,1990
,,,DVD Audio,Value (Adjusted),1991,1991,,,1,,,1991
,,,DVD Audio,Value (Adjusted),1992,1992,,,1,,,1992
,,,DVD Audio,Value (Adjusted),1993,1993,,,1,,,1993
,,,DVD Audio,Value (Adjusted),1994,1994,,,1,,,1994
,,,DVD Audio,Value (Adjusted),1995,1995,,,1,,,1995
,,,DVD Audio,Value (Adjusted),1996,1996,,,1,,,1996
,,,DVD Audio,Value (Adjusted),1997,1997,,,1,,,1997
,,,DVD Audio,Value (Adjusted),1998,1998,,,1,,,1998
,,,DVD Audio,Value (Adjusted),1999,1999,,,1,,,1999
,,,DVD Audio,Value (Adjusted),2000,2000,,,1,,,2000
,,,DVD Audio,Value (Adjusted),2001,2001,,$8.7M,1,8.661445511,8.661445511,2001
,,,DVD Audio,Value (Adjusted),2002,2002,,$12.1M,1,12.079402446,12.079402446,2002
,,,DVD Audio,Value (Adjusted),2003,2003,,$11.1M,1,11.115521739,11.115521739,2003
,,,DVD Audio,Value (Adjusted),2004,2004,,$8.8M,1,8.797091053,8.797091053,2004
,,,DVD Audio,Value (Adjusted),2005,2005,,$14.7M,1,14.661333333,14.661333333,2005
,,,DVD Audio,Value (Adjusted),2006,2006,,$3.0M,1,3.043535714,3.043535714,2006
,,,DVD Audio,Value (Adjusted),2007,2007,,$3.5M,1,3.453157742,3.453157742,2007
,,,DVD Audio,Value (Adjusted),2008,2008,,$1.4M,1,1.424914655,1.424914655,2008
,,,DVD Audio,Value (Adjusted),2009,2009,,$1.9M,1,1.906669712,1.906669712,2009
,,,DVD Audio,Value (Adjusted),2010,2010,,$1.1M,1,1.05519362,1.05519362,2010
,,,DVD Audio,Value (Adjusted),2011,2011,,$0.3M,1,0.34096844,0.34096844,2011
,,,DVD Audio,Value (Adjusted),2012,2012,,$0.2M,1,0.20389289,0.20389289,2012
,,,DVD Audio,Value (Adjusted),2013,2013,,-$0.5M,1,-0.544116778,,2013
,,,DVD Audio,Value (Adjusted),2014,2014,,$2.3M,1,2.310456232,2.310456232,2014
,,,DVD Audio,Value (Adjusted),2015,2015,,$5.8M,1,5.842187676,5.842187676,2015
,,,DVD Audio,Value (Adjusted),2016,2016,,$3.0M,1,3.020431045,3.020431045,2016
,,,DVD Audio,Value (Adjusted),2017,2017,,$2.7M,1,2.718901189,2.718901189,2017
,,,DVD Audio,Value (Adjusted),2018,2018,,$3.4M,1,3.377493968,3.377493968,2018
,,,DVD Audio,Value (Adjusted),2019,2019,,$1.1M,1,1.067303184,1.067303184,2019
,,,Download Album,Value (Adjusted),1973,1973,,,1,,,1973
,,,Download Album,Value (Adjusted),1974,1974,,,1,,,1974
,,,Download Album,Value (Adjusted),1975,1975,,,1,,,1975
,,,Download Album,Value (Adjusted),1976,1976,,,1,,,1976
,,,Download Album,Value (Adjusted),1977,1977,,,1,,,1977
,,,Download Album,Value (Adjusted),1978,1978,,,1,,,1978
,,,Download Album,Value (Adjusted),1979,1979,,,1,,,1979
,,,Download Album,Value (Adjusted),1980,1980,,,1,,,1980
,,,Download Album,Value (Adjusted),1981,1981,,,1,,,1981
,,,Download Album,Value (Adjusted),1982,1982,,,1,,,1982
,,,Download Album,Value (Adjusted),1983,1983,,,1,,,1983
,,,Download Album,Value (Adjusted),1984,1984,,,1,,,1984
,,,Download Album,Value (Adjusted),1985,1985,,,1,,,1985
,,,Download Album,Value (Adjusted),1986,1986,,,1,,,1986
,,,Download Album,Value (Adjusted),1987,1987,,,1,,,1987
,,,Download Album,Value (Adjusted),1988,1988,,,1,,,1988
,,,Download Album,Value (Adjusted),1989,1989,,,1,,,1989
,,,Download Album,Value (Adjusted),1990,1990,,,1,,,1990
,,,Download Album,Value (Adjusted),1991,1991,,,1,,,1991
,,,Download Album,Value (Adjusted),1992,1992,,,1,,,1992
,,,Download Album,Value (Adjusted),1993,1993,,,1,,,1993
,,,Download Album,Value (Adjusted),1994,1994,,,1,,,1994
,,,Download Album,Value (Adjusted),1995,1995,,,1,,,1995
,,,Download Album,Value (Adjusted),1996,1996,,,1,,,1996
,,,Download Album,Value (Adjusted),1997,1997,,,1,,,1997
,,,Download Album,Value (Adjusted),1998,1998,,,1,,,1998
,,,Download Album,Value (Adjusted),1999,1999,,,1,,,1999
,,,Download Album,Value (Adjusted),2000,2000,,,1,,,2000
,,,Download Album,Value (Adjusted),2001,2001,,,1,,,2001
,,,Download Album,Value (Adjusted),2002,2002,,,1,,,2002
,,,Download Album,Value (Adjusted),2003,2003,,,1,,,2003
,,,Download Album,Value (Adjusted),2004,2004,,$61.6M,1,61.579637374,61.579637374,2004
,,,Download Album,Value (Adjusted),2005,2005,,$177.6M,1,177.637761905,177.637761905,2005
,,,Download Album,Value (Adjusted),2006,2006,,$349.9M,1,349.879793155,349.879793155,2006
,,,Download Album,Value (Adjusted),2007,2007,,$613.4M,1,613.428807525,613.428807525,2007
,,,Download Album,Value (Adjusted),2008,2008,,$754.4M,1,754.37356702,754.37356702,2008
,,,Download Album,Value (Adjusted),2009,2009,,$887.0M,1,886.958916644,886.958916644,2009
,,,Download Album,Value (Adjusted),2010,2010,$1.0B,,1,1022.834348975,1022.834348975,2010
,,,Download Album,Value (Adjusted),2011,2011,$1.2B,,1,1217.030019694,1217.030019694,2011
,,,Download Album,Value (Adjusted),2012,2012,$1.3B,,1,1341.590982606,1341.590982606,2012
,,,Download Album,Value (Adjusted),2013,2013,$1.4B,,1,1352.2029528,1352.2029528,2013
,,,Download Album,Value (Adjusted),2014,2014,$1.2B,,1,1207.24757771,1207.24757771,2014
,,,Download Album,Value (Adjusted),2015,2015,$1.1B,,1,1148.145080643,1148.145080643,2015
,,,Download Album,Value (Adjusted),2016,2016,,$925.2M,1,925.232200992,925.232200992,2016
,,,Download Album,Value (Adjusted),2017,2017,,$697.2M,1,697.237618181,697.237618181,2017
,,,Download Album,Value (Adjusted),2018,2018,,$508.7M,1,508.704388424,508.704388424,2018
,,,Download Album,Value (Adjusted),2019,2019,,$394.5M,1,394.533006158,394.533006158,2019
,,,Download Music Video,Value (Adjusted),1973,1973,,,1,,,1973
,,,Download Music Video,Value (Adjusted),1974,1974,,,1,,,1974
,,,Download Music Video,Value (Adjusted),1975,1975,,,1,,,1975
,,,Download Music Video,Value (Adjusted),1976,1976,,,1,,,1976
,,,Download Music Video,Value (Adjusted),1977,1977,,,1,,,1977
,,,Download Music Video,Value (Adjusted),1978,1978,,,1,,,1978
,,,Download Music Video,Value (Adjusted),1979,1979,,,1,,,1979
,,,Download Music Video,Value (Adjusted),1980,1980,,,1,,,1980
,,,Download Music Video,Value (Adjusted),1981,1981,,,1,,,1981
,,,Download Music Video,Value (Adjusted),1982,1982,,,1,,,1982
,,,Download Music Video,Value (Adjusted),1983,1983,,,1,,,1983
,,,Download Music Video,Value (Adjusted),1984,1984,,,1,,,1984
,,,Download Music Video,Value (Adjusted),1985,1985,,,1,,,1985
,,,Download Music Video,Value (Adjusted),1986,1986,,,1,,,1986
,,,Download Music Video,Value (Adjusted),1987,1987,,,1,,,1987
,,,Download Music Video,Value (Adjusted),1988,1988,,,1,,,1988
,,,Download Music Video,Value (Adjusted),1989,1989,,,1,,,1989
,,,Download Music Video,Value (Adjusted),1990,1990,,,1,,,1990
,,,Download Music Video,Value (Adjusted),1991,1991,,,1,,,1991
,,,Download Music Video,Value (Adjusted),1992,1992,,,1,,,1992
,,,Download Music Video,Value (Adjusted),1993,1993,,,1,,,1993
,,,Download Music Video,Value (Adjusted),1994,1994,,,1,,,1994
,,,Download Music Video,Value (Adjusted),1995,1995,,,1,,,1995
,,,Download Music Video,Value (Adjusted),1996,1996,,,1,,,1996
,,,Download Music Video,Value (Adjusted),1997,1997,,,1,,,1997
,,,Download Music Video,Value (Adjusted),1998,1998,,,1,,,1998
,,,Download Music Video,Value (Adjusted),1999,1999,,,1,,,1999
,,,Download Music Video,Value (Adjusted),2000,2000,,,1,,,2000
,,,Download Music Video,Value (Adjusted),2001,2001,,,1,,,2001
,,,Download Music Video,Value (Adjusted),2002,2002,,,1,,,2002
,,,Download Music Video,Value (Adjusted),2003,2003,,,1,,,2003
,,,Download Music Video,Value (Adjusted),2004,2004,,,1,,,2004
,,,Download Music Video,Value (Adjusted),2005,2005,,$4.8M,1,4.84347619,4.84347619,2005
,,,Download Music Video,Value (Adjusted),2006,2006,,$25.0M,1,24.982355655,24.982355655,2006
,,,Download Music Video,Value (Adjusted),2007,2007,,$34.8M,1,34.778231548,34.778231548,2007
,,,Download Music Video,Value (Adjusted),2008,2008,,$49.0M,1,49.040812715,49.040812715,2008
,,,Download Music Video,Value (Adjusted),2009,2009,,$48.7M,1,48.739244513,48.739244513,2009
,,,Download Music Video,Value (Adjusted),2010,2010,,$42.9M,1,42.911207213,42.911207213,2010
,,,Download Music Video,Value (Adjusted),2011,2011,,$36.8M,1,36.824591556,36.824591556,2011
,,,Download Music Video,Value (Adjusted),2012,2012,,$23.2M,1,23.208206935,23.208206935,2012
,,,Download Music Video,Value (Adjusted),2013,2013,,$18.4M,1,18.372074986,18.372074986,2013
,,,Download Music Video,Value (Adjusted),2014,2014,,$14.7M,1,14.662197203,14.662197203,2014
,,,Download Music Video,Value (Adjusted),2015,2015,,$6.9M,1,6.918875516,6.918875516,2015
,,,Download Music Video,Value (Adjusted),2016,2016,,$4.5M,1,4.547792467,4.547792467,2016
,,,Download Music Video,Value (Adjusted),2017,2017,,$2.9M,1,2.905533136,2.905533136,2017
,,,Download Music Video,Value (Adjusted),2018,2018,,$2.3M,1,2.261051168,2.261051168,2018
,,,Download Music Video,Value (Adjusted),2019,2019,,$1.9M,1,1.858910402,1.858910402,2019
,,,Download Single,Value (Adjusted),1973,1973,,,1,,,1973
,,,Download Single,Value (Adjusted),1974,1974,,,1,,,1974
,,,Download Single,Value (Adjusted),1975,1975,,,1,,,1975
,,,Download Single,Value (Adjusted),1976,1976,,,1,,,1976
,,,Download Single,Value (Adjusted),1977,1977,,,1,,,1977
,,,Download Single,Value (Adjusted),1978,1978,,,1,,,1978
,,,Download Single,Value (Adjusted),1979,1979,,,1,,,1979
,,,Download Single,Value (Adjusted),1980,1980,,,1,,,1980
,,,Download Single,Value (Adjusted),1981,1981,,,1,,,1981
,,,Download Single,Value (Adjusted),1982,1982,,,1,,,1982
,,,Download Single,Value (Adjusted),1983,1983,,,1,,,1983
,,,Download Single,Value (Adjusted),1984,1984,,,1,,,1984
,,,Download Single,Value (Adjusted),1985,1985,,,1,,,1985
,,,Download Single,Value (Adjusted),1986,1986,,,1,,,1986
,,,Download Single,Value (Adjusted),1987,1987,,,1,,,1987
,,,Download Single,Value (Adjusted),1988,1988,,,1,,,1988
,,,Download Single,Value (Adjusted),1989,1989,,,1,,,1989
,,,Download Single,Value (Adjusted),1990,1990,,,1,,,1990
,,,Download Single,Value (Adjusted),1991,1991,,,1,,,1991
,,,Download Single,Value (Adjusted),1992,1992,,,1,,,1992
,,,Download Single,Value (Adjusted),1993,1993,,,1,,,1993
,,,Download Single,Value (Adjusted),1994,1994,,,1,,,1994
,,,Download Single,Value (Adjusted),1995,1995,,,1,,,1995
,,,Download Single,Value (Adjusted),1996,1996,,,1,,,1996
,,,Download Single,Value (Adjusted),1997,1997,,,1,,,1997
,,,Download Single,Value (Adjusted),1998,1998,,,1,,,1998
,,,Download Single,Value (Adjusted),1999,1999,,,1,,,1999
,,,Download Single,Value (Adjusted),2000,2000,,,1,,,2000
,,,Download Single,Value (Adjusted),2001,2001,,,1,,,2001
,,,Download Single,Value (Adjusted),2002,2002,,,1,,,2002
,,,Download Single,Value (Adjusted),2003,2003,,,1,,,2003
,,,Download Single,Value (Adjusted),2004,2004,,$186.8M,1,186.769010058,186.769010058,2004
,,,Download Single,Value (Adjusted),2005,2005,,$475.6M,1,475.577,475.577,2005
,,,Download Single,Value (Adjusted),2006,2006,,$736.3M,1,736.282014881,736.282014881,2006
,,,Download Single,Value (Adjusted),2007,2007,$1.0B,,1,1000.182474674,1000.182474674,2007
,,,Download Single,Value (Adjusted),2008,2008,$1.2B,,1,1225.664089214,1225.664089214,2008
,,,Download Single,Value (Adjusted),2009,2009,$1.4B,,1,1396.635564029,1396.635564029,2009
,,,Download Single,Value (Adjusted),2010,2010,$1.6B,,1,1566.845281946,1566.845281946,2010
,,,Download Single,Value (Adjusted),2011,2011,$1.7B,,1,1730.301178542,1730.301178542,2011
,,,Download Single,Value (Adjusted),2012,2012,$1.8B,,1,1831.258645554,1831.258645554,2012
,,,Download Single,Value (Adjusted),2013,2013,$1.7B,,1,1726.739156044,1726.739156044,2013
,,,Download Single,Value (Adjusted),2014,2014,$1.5B,,1,1463.655387096,1463.655387096,2014
,,,Download Single,Value (Adjusted),2015,2015,$1.3B,,1,1278.449595315,1278.449595315,2015
,,,Download Single,Value (Adjusted),2016,2016,,$958.9M,1,958.87910313,958.87910313,2016
,,,Download Single,Value (Adjusted),2017,2017,,$707.7M,1,707.692711218,707.692711218,2017
,,,Download Single,Value (Adjusted),2018,2018,,$499.3M,1,499.316974193,499.316974193,2018
,,,Download Single,Value (Adjusted),2019,2019,,$414.8M,1,414.804250982,414.804250982,2019
,,,Kiosk,Value (Adjusted),1973,1973,,,1,,,1973
,,,Kiosk,Value (Adjusted),1974,1974,,,1,,,1974
,,,Kiosk,Value (Adjusted),1975,1975,,,1,,,1975
,,,Kiosk,Value (Adjusted),1976,1976,,,1,,,1976
,,,Kiosk,Value (Adjusted),1977,1977,,,1,,,1977
,,,Kiosk,Value (Adjusted),1978,1978,,,1,,,1978
,,,Kiosk,Value (Adjusted),1979,1979,,,1,,,1979
,,,Kiosk,Value (Adjusted),1980,1980,,,1,,,1980
,,,Kiosk,Value (Adjusted),1981,1981,,,1,,,1981
,,,Kiosk,Value (Adjusted),1982,1982,,,1,,,1982
,,,Kiosk,Value (Adjusted),1983,1983,,,1,,,1983
,,,Kiosk,Value (Adjusted),1984,1984,,,1,,,1984
,,,Kiosk,Value (Adjusted),1985,1985,,,1,,,1985
,,,Kiosk,Value (Adjusted),1986,1986,,,1,,,1986
,,,Kiosk,Value (Adjusted),1987,1987,,,1,,,1987
,,,Kiosk,Value (Adjusted),1988,1988,,,1,,,1988
,,,Kiosk,Value (Adjusted),1989,1989,,,1,,,1989
,,,Kiosk,Value (Adjusted),1990,1990,,,1,,,1990
,,,Kiosk,Value (Adjusted),1991,1991,,,1,,,1991
,,,Kiosk,Value (Adjusted),1992,1992,,,1,,,1992
,,,Kiosk,Value (Adjusted),1993,1993,,,1,,,1993
,,,Kiosk,Value (Adjusted),1994,1994,,,1,,,1994
,,,Kiosk,Value (Adjusted),1995,1995,,,1,,,1995
,,,Kiosk,Value (Adjusted),1996,1996,,,1,,,1996
,,,Kiosk,Value (Adjusted),1997,1997,,,1,,,1997
,,,Kiosk,Value (Adjusted),1998,1998,,,1,,,1998
,,,Kiosk,Value (Adjusted),1999,1999,,,1,,,1999
,,,Kiosk,Value (Adjusted),2000,2000,,,1,,,2000
,,,Kiosk,Value (Adjusted),2001,2001,,,1,,,2001
,,,Kiosk,Value (Adjusted),2002,2002,,,1,,,2002
,,,Kiosk,Value (Adjusted),2003,2003,,,1,,,2003
,,,Kiosk,Value (Adjusted),2004,2004,,,1,,,2004
,,,Kiosk,Value (Adjusted),2005,2005,,$1.3M,1,1.309047619,1.309047619,2005
,,,Kiosk,Value (Adjusted),2006,2006,,$2.4M,1,2.409465774,2.409465774,2006
,,,Kiosk,Value (Adjusted),2007,2007,,$3.2M,1,3.206503618,3.206503618,2007
,,,Kiosk,Value (Adjusted),2008,2008,,$3.1M,1,3.087315086,3.087315086,2008
,,,Kiosk,Value (Adjusted),2009,2009,,$7.5M,1,7.507511991,7.507511991,2009
,,,Kiosk,Value (Adjusted),2010,2010,,$7.5M,1,7.503599075,7.503599075,2010
,,,Kiosk,Value (Adjusted),2011,2011,,$3.1M,1,3.068715963,3.068715963,2011
,,,Kiosk,Value (Adjusted),2012,2012,,$4.1M,1,4.068866328,4.068866328,2012
